pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_rade,pl_masse,sy_dist
Kepler-887 c,Kepler-887,c,Transit,2016,7.63846023,1.05,,886.588
Kepler-1590 b,Kepler-1590,b,Transit,2016,7.61758198,1.0,,771.152
Kepler-825 c,Kepler-825,c,Transit,2016,8.1818246,1.71,,807.85
Kepler-513 b,Kepler-513,b,Transit,2016,28.86236571,2.53,,468.258
Kepler-320 c,Kepler-320,c,Transit,2014,17.9346563,1.687,,826.613
Kepler-44 b,Kepler-44,b,Transit,2011,3.246732048,12.4,,1188.0
Kepler-914 b,Kepler-914,b,Transit,2016,4.40966548,1.38,,753.723
Kepler-1419 b,Kepler-1419,b,Transit,2016,42.5217006,2.45,,1498.58
Kepler-1110 b,Kepler-1110,b,Transit,2016,9.69312032,2.34,,726.828
Kepler-523 b,Kepler-523,b,Transit,2016,5.83599485,1.92,,253.295
Kepler-247 d,Kepler-247,d,Transit,2014,20.47735749,5.0,,663.711
Kepler-113 c,Kepler-113,c,Transit,2014,8.925076369,2.662,,262.351
Kepler-667 b,Kepler-667,b,Transit,2016,41.43962808,5.73,,2302.45
Kepler-1143 b,Kepler-1143,b,Transit,2016,2.888904849,1.67,,555.189
Kepler-824 b,Kepler-824,b,Transit,2016,4.514349,1.65,,1201.4
Kepler-1876 b,Kepler-1876,b,Transit,2021,6.99205021,1.06,,259.935
HD 63433 b,HD 63433,b,Transit,2020,7.10793,2.15,,22.4035
Kepler-1180 b,Kepler-1180,b,Transit,2016,16.8601286,1.67,,1596.8
Kepler-188 b,Kepler-188,b,Transit,2014,2.061897,1.68,,968.544
Kepler-1199 b,Kepler-1199,b,Transit,2016,15.0447098,1.51,,563.493
Kepler-1269 b,Kepler-1269,b,Transit,2016,37.3331536,1.63,,1097.23
TOI-2328 b,TOI-2328,b,Transit,2025,17.10197,9.97599282,50.85254512,231.782
Kepler-983 b,Kepler-983,b,Transit,2016,60.0855082,2.19,,714.437
Kepler-1567 b,Kepler-1567,b,Transit,2016,153.979578,2.67,,1206.11
HD 206893 c,HD 206893,c,Imaging,2022,2090.0,16.36511182,4036.4207689,40.7583
Kepler-1258 b,Kepler-1258,b,Transit,2016,0.984940167,0.997,,717.555
Kepler-198 d,Kepler-198,d,Transit,2016,1.31184443,1.38,,495.358
Gaia-2 b,Gaia-2,b,Transit,2022,3.6915589899,14.72447081,,209.229
TOI-6000 b,TOI-6000,b,Transit,2025,0.44895891195,1.01526302,,75.7664
K2-233 b,K2-233,b,Transit,2018,2.4675,1.343,11.26,67.5062
XO-3 b,XO-3,b,Transit,2007,3.19153285,13.641353,3718.611,213.053
NGTS-11 b,NGTS-11,b,Transit,2020,35.4557945,8.9807,,190.422
XO-3 b,XO-3,b,Transit,2007,3.1915426,21.85751237,4211.22639275,213.053
HIP 41378 b,HIP 41378,b,Transit,2016,15.5718552,2.44317,,106.289
HIP 41378 e,HIP 41378,e,Transit,2016,369.0,4.92,12.0,106.289
GJ 9827 c,GJ 9827,c,Transit,2017,3.648083,1.269,2.42,29.661
GJ 9827 b,GJ 9827,b,Transit,2017,1.2089819,1.577,4.91,29.661
GJ 9827 b,GJ 9827,b,Transit,2017,1.209,1.571,4.89,29.661
GJ 9827 b,GJ 9827,b,Transit,2017,1.2089819,1.577,5.14,29.661
GJ 9827 d,GJ 9827,d,Transit,2017,6.20183,1.98,3.02,29.661
K2-3 b,K2-3,b,Transit,2015,10.05403,2.14,,44.0727
K2-3 c,K2-3,c,Transit,2015,24.64354,1.85,,44.0727
K2-3 c,K2-3,c,Transit,2015,24.6491,1.644,2.1,44.0727
K2-3 d,K2-3,d,Transit,2015,44.55765,1.61,,44.0727
K2-3 d,K2-3,d,Transit,2015,44.5574,1.11,,44.0727
K2-3 b,K2-3,b,Transit,2015,10.05454,2.29,6.6,44.0727
K2-3 b,K2-3,b,Transit,2015,10.0546535,2.078,5.11,44.0727
K2-3 b,K2-3,b,Transit,2015,10.054626,2.25,6.47,44.0727
HD 106315 c,HD 106315,c,Transit,2017,21.0576,3.95,,109.353
HD 106315 c,HD 106315,c,Transit,2017,21.057504,4.29405386,,109.353
HD 106315 b,HD 106315,b,Transit,2017,9.55237,2.44,12.6,109.353
K2-261 b,K2-261,b,Transit,2018,11.63344,9.52763359,69.92224954,213.283
K2-27 b,K2-27,b,Transit,2016,6.77131,5.77,,249.645
K2-10 b,K2-10,b,Transit,2015,19.3037,4.37,,272.36
K2-10 b,K2-10,b,Transit,2015,19.30481,2.98,,272.36
K2-10 b,K2-10,b,Transit,2015,19.30553,3.773,25.2,272.36
K2-36 b,K2-36,b,Transit,2016,1.42266,1.32,,109.749
K2-36 c,K2-36,c,Transit,2016,5.3408934,2.82,,109.749
K2-36 c,K2-36,c,Transit,2016,5.340888,3.2,7.8,109.749
K2-18 b,K2-18,b,Transit,2015,32.939614,2.279,,38.0266
K2-18 b,K2-18,b,Transit,2015,32.94171,1.4,,38.0266
K2-18 b,K2-18,b,Transit,2015,32.94112,2.461,7.2,38.0266
K2-24 c,K2-24,c,Transit,2016,42.36301,9.8,,170.562
XO-3 b,XO-3,b,Transit,2007,3.1915257,16.4091,,213.053
WASP-39 b,WASP-39,b,Transit,2011,4.055259,14.235,88.989,213.982
WASP-69 b,WASP-69,b,Transit,2014,3.8681382,11.847913,79.4575,49.9605
TOI-942 b,TOI-942,b,Transit,2020,4.32419,4.81,826.358,152.601
K2-229 b,K2-229,b,Transit,2018,0.584,1.197,2.49,102.564
EPIC 229004835 b,EPIC 229004835,b,Transit,2023,16.13655,2.02,,121.971
WASP-47 b,WASP-47,b,Transit,2012,4.15917,13.18,,264.78
K2-3 b,K2-3,b,Transit,2015,10.05460031054,2.11286662,,44.0727
HIP 41378 c,HIP 41378,c,Transit,2016,31.70603,2.727,4.4,106.289
EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.334615,2.2,,244.59
HD 106315 b,HD 106315,b,Transit,2017,9.554515,2.32948654,,109.353
WASP-113 b,WASP-113,b,Transit,2016,4.54216874538,15.793481,150.96925,435.156
Kepler-380 c,Kepler-380,c,Transit,2014,7.63006848,1.25,,813.713
Kepler-859 b,Kepler-859,b,Transit,2016,20.38174802,3.16,,839.903
Kepler-515 b,Kepler-515,b,Transit,2016,19.96371318,1.75,,
TOI-1246 b,TOI-1246,b,Transit,2022,4.30745132484,3.28198793,,169.422
Kepler-1610 c,Kepler-1610,c,Transit,2023,44.98529816,2.20600009,,864.331
Kepler-1528 b,Kepler-1528,b,Transit,2016,1.791110205,1.46,,817.534
Kepler-1398 c,Kepler-1398,c,Transit,2016,4.13827595,0.84,,852.204
Kepler-1404 b,Kepler-1404,b,Transit,2016,15.9314739,1.89,,962.183
Kepler-990 c,Kepler-990,c,Transit,2016,0.538354308,1.355,,802.163
Kepler-349 c,Kepler-349,c,Transit,2014,12.2476121,1.9,,940.724
Kepler-167 c,Kepler-167,c,Transit,2014,7.40610775,1.76,,341.908
Kepler-1167 b,Kepler-1167,b,Transit,2016,1.003931703,1.6,,820.905
Kepler-107 d,Kepler-107,d,Transit,2014,7.95839,0.86,3.8,525.997
Kepler-417 c,Kepler-417,c,Transit Timing Variations,2014,15.94248453,2.62,,973.989
HIP 41378 f,HIP 41378,f,Transit,2016,542.07975,9.2,12.0,106.289
GJ 9827 d,GJ 9827,d,Transit,2017,6.20142,2.04,2.35,29.661
GJ 9827 d,GJ 9827,d,Transit,2017,6.20147,2.022,3.53,29.661
K2-3 b,K2-3,b,Transit,2015,10.05443,1.44,,44.0727
K2-3 c,K2-3,c,Transit,2015,24.645013,1.9,,44.0727
K2-261 b,K2-261,b,Transit,2018,11.6332127,10.264,,213.283
K2-27 b,K2-27,b,Transit,2016,6.77145,4.45,29.1,249.645
K2-36 b,K2-36,b,Transit,2016,1.422614,1.43,3.9,109.749
GJ 9827 b,GJ 9827,b,Transit,2017,1.2089802,1.62,3.42,29.661
GJ 9827 c,GJ 9827,c,Transit,2017,3.648103,1.13,1.86,29.661
K2-36 c,K2-36,c,Transit,2016,5.34059,2.8,,109.749
K2-37 b,K2-37,b,Transit,2016,4.4434,1.39,,179.943
Kepler-1596 b,Kepler-1596,b,Transit,2016,66.373379,1.9,,2146.23
Kepler-1669 d,Kepler-1669,d,Transit,2023,4.72941177,1.22,,543.444
Kepler-1992 b,Kepler-1992,b,Transit,2023,15.611223,0.91,,532.955
Kepler-224 b,Kepler-224,b,Transit,2014,3.132951625,1.5,,782.088
Kepler-380 b,Kepler-380,b,Transit,2014,3.930871,1.07,,813.713
TOI-2977 b,TOI-2977,b,Transit,2023,2.3505614,13.15934334,533.95172376,
Kepler-682 b,Kepler-682,b,Transit,2016,12.611904345,7.4,,1979.25
Kepler-1690 b,Kepler-1690,b,Transit,2020,234.635379,2.51,,703.789
Kepler-1869 b,Kepler-1869,b,Transit,2021,8.16735028,2.07,,113.025
TOI-2084 b,TOI-2084,b,Transit,2023,6.0784247,2.47,,114.549
Kepler-941 b,Kepler-941,b,Transit,2016,17.42395198,3.49,,1088.36
K2-11 b,K2-11,b,Transit,2015,39.8478,2.42,,329.309
Kepler-225 c,Kepler-225,c,Transit,2014,18.79419535,1.81,,561.101
Kepler-653 b,Kepler-653,b,Transit,2016,14.70748976,1.75,,595.634
Kepler-1024 b,Kepler-1024,b,Transit,2016,66.4162133,3.91,,1087.4
Kepler-1073 c,Kepler-1073,c,Transit,2016,4.02582254,1.38,,809.897
K2-34 b,K2-34,b,Transit,2016,2.995607,15.13215,559.3808,348.646
HD 183579 b,HD 183579,b,Transit,2021,17.471275,3.53,11.2,57.2651
Kepler-950 b,Kepler-950,b,Transit,2016,98.7180406,6.97,,2161.6
Kepler-294 c,Kepler-294,c,Transit,2014,6.62643626,2.8,,1357.01
Kepler-761 b,Kepler-761,b,Transit,2016,10.12804789,2.03,,830.707
Kepler-1666 b,Kepler-1666,b,Transit,2020,25.8474596,2.57,,1379.37
Kepler-1585 b,Kepler-1585,b,Transit,2016,3.5827463,1.79,,944.465
Kepler-217 b,Kepler-217,b,Transit,2014,5.37493491,2.201,,1104.64
HATS-29 b,HATS-29,b,Transit,2016,4.606184,12.962219,,353.891
Kepler-1674 b,Kepler-1674,b,Transit,2020,62.56259,3.0,,1012.48
K2-34 b,K2-34,b,Transit,2016,2.995646,13.96620332,,348.646
Kepler-767 b,Kepler-767,b,Transit,2016,161.5280101,6.15,,2251.03
Kepler-1931 b,Kepler-1931,b,Transit,2021,38.5763483,2.05,,620.091
Kepler-84 c,Kepler-84,c,Transit,2012,12.88296485,2.94,,1023.9
Kepler-1349 b,Kepler-1349,b,Transit,2016,2.12823928,0.69,,276.323
Kepler-313 b,Kepler-313,b,Transit,2014,14.97031664,2.53,,
Kepler-1814 b,Kepler-1814,b,Transit,2021,2.935362067,3.15,,726.346
Kepler-55 c,Kepler-55,c,Transit,2012,42.1516418,2.21,,578.796
HATS-3 b,HATS-3,b,Transit,2013,3.547851,15.479629,349.613,411.211
Kepler-1589 b,Kepler-1589,b,Transit,2016,0.991659646,1.19,,1513.14
Kepler-332 b,Kepler-332,b,Transit,2014,7.62635494,1.21,,344.19
Kepler-1511 b,Kepler-1511,b,Transit,2016,23.2382792,1.68,,1475.6
K2-54 b,K2-54,b,Transit,2016,9.7833,2.6116925,,174.955
HAT-P-24 b,HAT-P-24,b,Transit,2010,3.35524,14.5717,238.3725,415.344
Kepler-437 b,Kepler-437,b,Transit,2015,66.6505482,1.37,,
Kepler-156 c,Kepler-156,c,Transit,2014,15.90688891,2.35,,443.483
HATS-31 b,HATS-31,b,Transit,2016,3.37796143336,14.33267511,,773.974
Kepler-1547 b,Kepler-1547,b,Transit,2016,0.692979676,0.966,,674.695
Kepler-550 b,Kepler-550,b,Transit,2016,8.600099313,4.17,,531.944
Kepler-1019 b,Kepler-1019,b,Transit,2016,1.411230023,1.71,,194.182
Kepler-1271 b,Kepler-1271,b,Transit,2016,3.0255955,1.2,,831.991
Kepler-1043 b,Kepler-1043,b,Transit,2016,38.505224,2.45,,903.332
Kepler-109 c,Kepler-109,c,Transit,2014,21.22265,2.65,8.2,474.861
Kepler-1844 b,Kepler-1844,b,Transit,2021,3.9245216,1.92,,1804.36
Kepler-1972 c,Kepler-1972,c,Transit,2022,11.3220104,0.91,,287.339
Kepler-298 d,Kepler-298,d,Transit,2014,77.4814,2.55,,518.204
Kepler-642 b,Kepler-642,b,Transit,2016,4.41745855,2.9,,781.582
Kepler-392 c,Kepler-392,c,Transit,2014,10.423118,1.1,,681.428
Kepler-361 b,Kepler-361,b,Transit,2014,8.48653576,1.615,,930.32
Kepler-616 b,Kepler-616,b,Transit,2016,9.99761851,2.43,,945.775
Kepler-206 c,Kepler-206,c,Transit,2014,13.13745719,1.596,,594.447
Kepler-1903 b,Kepler-1903,b,Transit,2021,17.067644,1.62,,1775.44
Kepler-602 b,Kepler-602,b,Transit,2016,15.28469497,1.84,,1159.31
Kepler-1453 b,Kepler-1453,b,Transit,2016,47.1611696,2.67,,1196.04
Kepler-1336 c,Kepler-1336,c,Transit,2016,5.77721211,2.097,,1126.64
Kepler-1718 b,Kepler-1718,b,Transit,2021,135.1880035,2.5685207,,375.522
TOI-451 c,TOI-451,c,Transit,2020,9.192522,3.1,,123.739
Kepler-1881 b,Kepler-1881,b,Transit,2021,159.388788,2.73,,1057.21
Kepler-444 d,Kepler-444,d,Transit,2015,6.18940639,0.4,,36.4396
Kepler-780 b,Kepler-780,b,Transit,2016,0.677375164,0.89,,557.652
Kepler-1775 b,Kepler-1775,b,Transit,2021,85.6535849,2.21,,657.023
Kepler-148 b,Kepler-148,b,Transit,2014,1.729367077,1.82,,791.163
Kepler-1692 b,Kepler-1692,b,Transit,2020,5.95960845,1.0,,591.019
Kepler-887 c,Kepler-887,c,Transit,2016,7.63846023,1.05,,886.588
Kepler-109 c,Kepler-109,c,Transit,2014,21.222534,2.71,,474.861
Kepler-143 c,Kepler-143,c,Transit,2014,27.082511,3.37,,809.467
Kepler-263 c,Kepler-263,c,Transit,2014,47.332773,2.47,,754.747
Kepler-340 c,Kepler-340,c,Transit,2014,22.8245485,5.69,,808.762
Kepler-290 d,Kepler-290,d,Transit,2023,0.764020072,0.89,,694.627
WASP-81 b,WASP-81,b,Transit,2017,2.7164762,16.017661,231.69807,398.505
Kepler-107 d,Kepler-107,d,Transit,2014,7.95830216,1.07,,525.997
55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.736539,1.91,8.08,12.5855
Kepler-1849 b,Kepler-1849,b,Transit,2021,57.293155,2.13,,631.884
HD 108236 e,HD 108236,e,Transit,2020,19.590025,3.083,,64.5978
Kepler-1619 b,Kepler-1619,b,Transit,2016,23.6223571,1.07,,734.85
Kepler-301 b,Kepler-301,b,Transit,2014,2.508567,1.41,,719.166
Kepler-1349 b,Kepler-1349,b,Transit,2016,2.12823928,0.69,,276.323
Kepler-1851 b,Kepler-1851,b,Transit,2021,12.02298773,18.49,,1589.81
Kepler-547 b,Kepler-547,b,Transit,2016,6.010384289,4.02,,378.972
Kepler-735 b,Kepler-735,b,Transit,2016,11.515093,2.7,,695.059
Kepler-258 c,Kepler-258,c,Transit,2014,33.6528474,3.05,,575.988
Kepler-418 b,Kepler-418,b,Transit,2014,86.67855186,9.88,,1002.53
Kepler-951 b,Kepler-951,b,Transit,2016,71.52530845,5.59,,382.509
Kepler-116 b,Kepler-116,b,Transit,2014,5.968717469,2.78,,955.168
TOI-2373 b,TOI-2373,b,Transit,2023,13.3368173,11.2448,,508.686
Kepler-212 b,Kepler-212,b,Transit,2014,16.2583586,1.11,,687.194
Kepler-421 b,Kepler-421,b,Transit,2014,362.0,4.73,,348.558
Kepler-926 b,Kepler-926,b,Transit,2016,52.06986,2.18,,921.361
EPIC 220554210 c,K2-282,c,Transit,2019,0.705386,1.73,,496.289
Kepler-298 d,Kepler-298,d,Transit,2014,77.4740724,2.89,,518.204
Kepler-703 b,Kepler-703,b,Transit,2016,4.583521756,5.69,,1156.83
K2-90 c,K2-90,c,Transit,2016,2.900706,1.3,,134.188
Kepler-1831 b,Kepler-1831,b,Transit,2021,5.78387022,1.97019818,,1053.49
Kepler-226 c,Kepler-226,c,Transit,2014,5.34955671,2.883,,980.138
Kepler-405 b,Kepler-405,b,Transit,2014,10.61368712,2.06,,1065.08
Kepler-624 b,Kepler-624,b,Transit,2016,14.58649607,2.05,,748.188
HIP 8152 b,HIP 8152,b,Transit,2023,10.751014,2.53625843,8.9,101.694
Kepler-1515 b,Kepler-1515,b,Transit,2016,214.3114164,9.33,,539.321
Kepler-115 c,Kepler-115,c,Transit,2014,8.99088871,2.31,,623.609
Kepler-649 b,Kepler-649,b,Transit,2016,29.90722674,2.243,,513.748
TOI-3493 b,TOI-3493,b,Transit,2025,8.1594667,3.22,8.97,96.7224
Kepler-1435 b,Kepler-1435,b,Transit,2016,4.45343281,0.968,,704.211
Kepler-227 b,Kepler-227,b,Transit,2014,9.48803146,2.78,,1083.06
Kepler-272 d,Kepler-272,d,Transit,2014,10.93730071,1.76,,889.608
Kepler-1556 b,Kepler-1556,b,Transit,2016,8.82713457,2.06,,944.54
Kepler-1853 b,Kepler-1853,b,Transit,2021,48.88819885,1.51862272,,562.348
Kepler-589 b,Kepler-589,b,Transit,2016,16.54967098,2.95,,612.803
WASP-1 b,WASP-1,b,Transit,2007,2.5199145567,17.70019319,,393.072
Kepler-1147 b,Kepler-1147,b,Transit,2016,10.62784997,2.3,,1657.36
Kepler-886 b,Kepler-886,b,Transit,2016,6.24146367,1.36,,711.297
Kepler-1907 b,Kepler-1907,b,Transit,2021,5.65243986,0.88,,292.111
Kepler-1488 c,Kepler-1488,c,Transit,2021,6.15827512,0.87,,905.825
Kepler-785 b,Kepler-785,b,Transit,2016,1.973760926,9.14,,642.051
Kepler-652 b,Kepler-652,b,Transit,2016,4.182002531,2.57,,394.55
Kepler-1956 b,Kepler-1956,b,Transit,2021,5.943719864,1.08940238,,360.468
Kepler-354 d,Kepler-354,d,Transit,2014,24.2101973,1.5,,554.064
Kepler-126 d,Kepler-126,d,Transit,2014,100.2828693,2.47,,237.401
Kepler-482 b,Kepler-482,b,Transit,2016,56.35418576,2.2,,313.068
OGLE-TR-56 b,OGLE-TR-56,b,Transit,2002,1.21191096,19.436406,448.1403,
TOI-1411 b,TOI-1411,b,Transit,2022,1.4520527,1.19880592,2.0,32.4778
Kepler-740 b,Kepler-740,b,Transit,2016,3.584101216,4.87,,1442.02
Kepler-1819 b,Kepler-1819,b,Transit,2021,16.48688002,78.51,,1363.19
Kepler-874 b,Kepler-874,b,Transit,2016,40.0686727,3.41,,1082.16
Kepler-1854 b,Kepler-1854,b,Transit,2021,39.8312536,1.46,,423.348
Kepler-256 c,Kepler-256,c,Transit,2014,3.38802,2.15,,1026.43
Kepler-1764 b,Kepler-1764,b,Transit,2021,70.4680266,3.57,,1542.48
Kepler-619 c,Kepler-619,c,Transit,2016,1.2084485,1.62,,900.678
Kepler-999 b,Kepler-999,b,Transit,2016,5.991857017,2.34,,545.063
Kepler-1098 b,Kepler-1098,b,Transit,2016,2.543063763,1.26,,1049.19
Kepler-847 b,Kepler-847,b,Transit,2016,2.343231895,1.18,,513.103
Kepler-799 c,Kepler-799,c,Transit,2021,15.19419956,2.78068551,,
Kepler-1064 b,Kepler-1064,b,Transit,2016,16.54091,1.51,,
Kepler-445 b,Kepler-445,b,Transit,2015,2.984153469,3.1,,127.201
Kepler-69 b,Kepler-69,b,Transit,2013,13.722353,2.36,,730.625
Kepler-850 b,Kepler-850,b,Transit,2016,7.19303878,1.65,,1661.28
Kepler-616 c,Kepler-616,c,Transit,2016,90.4113556,3.37,,945.775
Kepler-107 d,Kepler-107,d,Transit,2014,7.95825,1.064,,525.997
Kepler-1168 b,Kepler-1168,b,Transit,2016,55.8226539,2.5,,752.666
NGTS-12 b,NGTS-12,b,Transit,2020,7.53376570241,10.61111896,,446.442
Kepler-583 b,Kepler-583,b,Transit,2016,6.51003001,2.78,,867.271
Kepler-337 b,Kepler-337,b,Transit,2014,3.29276965,1.644,,677.975
Kepler-1947 b,Kepler-1947,b,Transit,2021,6.96355103,0.895,,468.771
TOI-4010 b,TOI-4010,b,Transit,2023,1.34830750212,3.19498757,,177.504
WASP-43 b,WASP-43,b,Transit,2011,0.813475,10.424,565.714,86.7467
TrES-4 b,TrES-4,b,Transit,2007,3.55392834409,21.20280763,,515.98
TrES-4 b,TrES-4,b,Transit,2007,3.55395,18.04649,247.9074,515.98
Kepler-524 c,Kepler-524,c,Transit,2016,1.88897906,0.96,,1058.24
Kepler-468 b,Kepler-468,b,Transit,2016,38.478743,14.14,,442.871
Kepler-212 c,Kepler-212,c,Transit,2014,31.80475991,2.99,,687.194
Kepler-867 b,Kepler-867,b,Transit,2016,150.2412582,4.6,,1195.54
TrES-5 b,TrES-5,b,Transit,2011,1.48224686,13.383546,568.9157,360.313
Kepler-1655 b,Kepler-1655,b,Transit,2018,11.872900829,1.956,,213.26
K2-160 b,K2-160,b,Transit,2018,3.705871,3.17824034,,315.363
K2-264 c,K2-264,c,Transit,2018,19.66365,2.77,,185.605
Kepler-215 c,Kepler-215,c,Transit,2014,14.6671927,1.361,,485.997
K2-280 b,K2-280,b,Transit,2018,19.895268,8.5,,391.537
K2-280 b,K2-280,b,Transit,2018,19.895,7.46,49.0,391.537
K2-216 b,K2-216,b,Transit,2018,2.174789,1.67844825,,115.461
K2-216 b,K2-216,b,Transit,2018,2.174829,1.63,,115.461
K2-216 b,K2-216,b,Transit,2018,2.1747824,1.79105,,115.461
EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571336,1.82,9.0,244.59
EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.3397,2.5,5.8,244.59
EPIC 220674823 c,EPIC 220674823,c,Transit,2016,13.33989,2.84,7.32,244.59
K2-222 b,K2-222,b,Transit,2018,15.38857,2.35,8.7,101.321
K2-229 b,K2-229,b,Transit,2018,0.58426,1.14,,102.564
K2-229 b,K2-229,b,Transit,2018,0.584272,1.26,2.55,102.564
K2-291 b,K2-291,b,Transit,2019,2.2251639,1.50436,,90.0562
Kepler-322 b,Kepler-322,b,Transit,2014,1.653893465,0.96,,400.48
K2-348 b,K2-348,b,Transit,2021,4.688418,3.26,,201.856
Kepler-311 d,Kepler-311,d,Transit,2023,232.0469971,2.07299995,,778.654
Kepler-1522 b,Kepler-1522,b,Transit,2016,1.847889171,1.56,,814.125
Kepler-530 b,Kepler-530,b,Transit,2016,39.30924,3.8,,457.709
Kepler-252 c,Kepler-252,c,Transit,2014,10.84846973,2.4,,379.424
K2-37 b,K2-37,b,Transit,2016,4.4436,1.57,,179.943
K2-31 b,K2-31,b,Transit,2016,1.25784906,46.0,551.0,110.527
K2-32 d,K2-32,d,Transit,2016,31.71922,3.75,,157.682
K2-32 d,K2-32,d,Transit,2016,31.715868,3.13,,157.682
K2-55 b,K2-55,b,Transit,2016,2.849274,4.38,,159.522
K2-265 b,K2-265,b,Transit,2018,2.369019,1.67,,138.671
K2-73 b,K2-73,b,Transit,2016,7.49569,2.71,,269.183
K2-79 b,K2-79,b,Transit,2016,10.9947,4.09,9.2,256.011
K2-85 b,K2-85,b,Transit,2016,0.684559,1.2,,97.2179
K2-111 b,K2-111,b,Transit,2017,5.35232,1.184,5.4,200.394
K2-105 b,K2-105,b,Transit,2017,8.266902,3.59,30.0,197.989
EPIC 211945201 b,EPIC 211945201,b,Transit,2018,19.49213,6.12,27.0,181.69
K2-277 b,K2-277,b,Transit,2018,6.326796,2.2,,113.123
K2-110 b,K2-110,b,Transit,2017,13.8636,2.55,,116.474
K2-199 c,K2-199,c,Transit,2018,7.3744897,2.85,12.4,107.518
EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.571285,1.816,,244.59
EPIC 220674823 b,EPIC 220674823,b,Transit,2016,0.5713127,1.676,7.8,244.59
K2-229 b,K2-229,b,Transit,2018,0.584249,1.164,2.59,102.564
Kepler-824 b,Kepler-824,b,Transit,2016,4.51436633,1.88,,1201.4
HAT-P-36 b,HAT-P-36,b,Transit,2011,1.32735,12.89035,486.2799,294.419
Kepler-640 b,Kepler-640,b,Transit,2016,22.24814617,2.72,,557.787
Kepler-69 b,Kepler-69,b,Transit,2013,13.7223682,2.23,,730.625
Kepler-1628 b,Kepler-1628,b,Transit,2016,76.377855,6.28,,
Kepler-1997 b,Kepler-1997,b,Transit,2023,26.7575866,2.28,,1502.34
HD 219666 b,HD 219666,b,Transit,2018,6.04345,4.24,,94.1719
TrES-4 b,TrES-4,b,Transit,2007,3.5539268,19.447615,285.09351,515.98
Kepler-758 b,Kepler-758,b,Transit,2016,12.1097104,2.34,,1502.32
Kepler-275 c,Kepler-275,c,Transit,2014,16.08831829,3.618,,2034.25
Kepler-1557 b,Kepler-1557,b,Transit,2016,3.74031708,1.38,,1380.16
Kepler-1917 b,Kepler-1917,b,Transit,2021,12.90237151,1.47,,909.037
Kepler-523 b,Kepler-523,b,Transit,2016,5.835983111,1.93,,253.295
Kepler-348 c,Kepler-348,c,Transit,2014,17.2654644,1.22,,570.783
Kepler-339 c,Kepler-339,c,Transit,2014,6.98825,1.23,,616.637
Kepler-1234 b,Kepler-1234,b,Transit,2016,11.94014029,2.87,,916.749
Kepler-1294 b,Kepler-1294,b,Transit,2016,115.6862258,3.19,,1855.7
Kepler-1284 b,Kepler-1284,b,Transit,2016,0.664073806,1.19,,882.324
Kepler-154 e,Kepler-154,e,Transit,2016,3.93276465,1.5,,915.212
Kepler-431 b,Kepler-431,b,Transit,2015,6.80252171,0.925,,486.546
Kepler-623 b,Kepler-623,b,Transit,2016,9.07097734,3.01,,737.702
Kepler-107 e,Kepler-107,e,Transit,2014,14.74913518,3.126,,525.997
Kepler-648 b,Kepler-648,b,Transit,2016,17.42115972,3.11,,636.03
HD 332231 b,HD 332231,b,Transit,2020,18.712253,10.3984,,80.6665
Kepler-653 c,Kepler-653,c,Transit,2016,0.900376476,0.7,,595.634
Kepler-351 c,Kepler-351,c,Transit,2014,57.2486691,3.26,,1083.91
Kepler-367 b,Kepler-367,b,Transit,2014,37.8156219,1.15,,188.027
K2-115 b,K2-115,b,Transit,2017,20.2729914,11.80305668,321.00669107,413.591
Kepler-590 b,Kepler-590,b,Transit,2016,5.852981,3.3,,1421.81
Kepler-107 b,Kepler-107,b,Transit,2014,3.180027898,1.53,,525.997
Kepler-1019 b,Kepler-1019,b,Transit,2016,1.411229847,1.36,,194.182
WASP-164 b,WASP-164,b,Transit,2018,1.77711087925,12.90846349,,327.506
Kepler-1987 c,Kepler-1987,c,Transit,2023,3.64830183,1.33,,595.683
Kepler-196 d,Kepler-196,d,Transit,2021,122.0799221,5.92,,451.312
HD 209458 b,HD 209458,b,Radial Velocity,1999,3.52474859,15.46842,226.93062,48.3016
TOI-1064 c,TOI-1064,c,Transit,2022,12.226574,2.651,2.5,68.0726
K2-170 b,K2-170,b,Transit,2018,7.5767206,1.5,,392.872
Kepler-1692 b,Kepler-1692,b,Transit,2020,5.95966,1.11177184,,591.019
Kepler-300 b,Kepler-300,b,Transit,2014,10.44636649,2.43,,1098.45
Kepler-746 b,Kepler-746,b,Transit,2016,3.481538,1.36,,
Kepler-843 b,Kepler-843,b,Transit,2016,2.053879821,2.29,,1165.66
Kepler-1071 b,Kepler-1071,b,Transit,2016,6.1799844,1.47,,1042.27
Kepler-640 b,Kepler-640,b,Transit,2016,22.24813967,2.73,,557.787
Kepler-1404 b,Kepler-1404,b,Transit,2016,15.9314412,1.77,,962.183
Kepler-282 b,Kepler-282,b,Transit,2014,9.2206889,1.04,,1337.61
Kepler-962 b,Kepler-962,b,Transit,2016,12.05707239,1.835,,411.486
Kepler-146 b,Kepler-146,b,Transit,2014,31.15879749,3.54,,716.797
