pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_rade,pl_masse,sy_dist
Kepler-248 b,Kepler-248,b,Transit,2014,6.308203234,3.16,,738.792
Kepler-37 c,Kepler-37,c,Transit,2013,21.30199109,0.718,,63.9207
Kepler-55 c,Kepler-55,c,Transit,2012,42.14334,1.77,,578.796
Kepler-813 b,Kepler-813,b,Transit,2016,19.12962,2.2,,
Kepler-191 b,Kepler-191,b,Transit,2014,9.93962361,1.93,,594.464
Kepler-886 b,Kepler-886,b,Transit,2016,6.24146367,1.283,,711.297
Kepler-1244 b,Kepler-1244,b,Transit,2016,3.70428172,1.15,,1075.81
Kepler-1500 b,Kepler-1500,b,Transit,2016,15.0330105,1.2,,1217.82
TOI-892 b,TOI-892,b,Transit,2020,10.62656,11.99363,301.9385,340.543
Kepler-282 e,Kepler-282,e,Transit,2013,44.3470995,2.59,,1337.61
K2-64 b,K2-64,b,Transit,2016,6.53044,2.07,,499.891
Kepler-116 b,Kepler-116,b,Transit,2014,5.968724048,3.26,,955.168
KOI-1599.02,KOI-1599,b,Transit,2019,13.6163456,64.05,,1131.64
Kepler-103 c,Kepler-103,c,Transit,2014,179.6133,5.319,,494.832
Kepler-748 b,Kepler-748,b,Transit,2016,7.40742793,2.52,,1705.99
Kepler-424 b,Kepler-424,b,Transit,2014,3.3118644,9.97601,341.98508,698.646
Kepler-671 b,Kepler-671,b,Transit,2016,4.280958588,2.33,,1168.26
TOI-1803 b,TOI-1803,b,Transit,2025,6.2932111,2.98555,,119.24
Kepler-1780 b,Kepler-1780,b,Transit,2021,109.4449997,3.60600667,,790.516
Kepler-183 c,Kepler-183,c,Transit,2014,11.637026,2.25,,1050.64
Kepler-616 d,Kepler-616,d,Transit,2021,51.06740189,2.653,,945.775
K2-131 b,K2-131,b,Transit,2017,0.36931,1.7,,152.509
K2-284 b,K2-284,b,Transit,2018,4.795069,2.78,,107.272
Kepler-325 b,Kepler-325,b,Transit,2014,4.544475,3.0,,823.242
Kepler-734 b,Kepler-734,b,Transit,2016,6.104852856,4.03,,1157.21
Kepler-391 b,Kepler-391,b,Transit,2014,7.416755,3.2,,869.236
Kepler-278 c,Kepler-278,c,Transit,2014,51.075756,2.99,,443.03
K2-130 b,K2-130,b,Transit,2017,2.494161,1.06180894,,118.011
Kepler-292 f,Kepler-292,f,Transit,2014,20.8342947,2.94,,1056.48
Kepler-4 b,Kepler-4,b,Transit,2009,3.213668628,4.14,,487.916
Kepler-1893 b,Kepler-1893,b,Transit,2021,4.179369926,1.70557445,,1050.72
Kepler-1180 b,Kepler-1180,b,Transit,2016,16.8601286,1.67,,1596.8
Kepler-533 b,Kepler-533,b,Transit,2016,28.51120525,8.21,,302.955
Kepler-1265 b,Kepler-1265,b,Transit,2016,6.49441289,1.35,,583.641
Kepler-1042 b,Kepler-1042,b,Transit,2016,10.13202575,1.73,,
Kepler-726 b,Kepler-726,b,Transit,2016,21.80441,2.92,,762.081
Kepler-1836 b,Kepler-1836,b,Transit,2021,5.25419589,2.12,,1472.62
Kepler-969 b,Kepler-969,b,Transit,2016,34.1732156,2.37,,390.354
Kepler-1311 d,Kepler-1311,d,Transit,2021,197.5110016,9.65837605,,866.331
WASP-49 b,WASP-49,b,Transit,2012,2.7817387,12.498035,126.81417,194.553
Kepler-444 f,Kepler-444,f,Transit,2015,9.740486,0.56927364,,36.4396
Kepler-1518 b,Kepler-1518,b,Transit,2016,5.11177904,2.25,,903.51
Kepler-535 b,Kepler-535,b,Transit,2016,4.903321801,2.37,,685.599
Kepler-527 b,Kepler-527,b,Transit,2016,13.28535633,2.84,,750.04
CoRoT-28 b,CoRoT-28,b,Transit,2015,5.20851,10.704595,152.87623,766.183
Kepler-1918 b,Kepler-1918,b,Transit,2021,47.0564621,2.82,,1030.11
Kepler-445 c,Kepler-445,c,Transit,2015,4.871222215,4.6,,127.201
Kepler-1332 b,Kepler-1332,b,Transit,2016,11.87457664,1.32,,528.685
Kepler-1073 b,Kepler-1073,b,Transit,2016,8.67888593,1.95,,809.897
Kepler-1363 b,Kepler-1363,b,Transit,2016,2.94194094,1.25,,541.714
Kepler-1967 b,Kepler-1967,b,Transit,2021,7.28170196,1.85,,249.102
TOI-1472 b,TOI-1472,b,Transit,2024,6.36381,4.15964583,16.5,121.84
Kepler-169 c,Kepler-169,c,Transit,2014,6.19543693,1.47,,406.529
K2-369 b,K2-369,b,Transit,2022,5.761359,1.37311054,,185.55
Kepler-1175 b,Kepler-1175,b,Transit,2016,37.9456138,2.79,,1121.89
Kepler-416 c,Kepler-416,c,Transit Timing Variations,2014,12.20945351,2.54,,690.819
Kepler-122 c,Kepler-122,c,Transit,2014,12.466071,4.7,,1027.45
WASP-84 b,WASP-84,b,Transit,2014,8.5234865,10.559,220.565,100.588
Kepler-323 b,Kepler-323,b,Transit,2014,1.67832545,1.7,,454.883
Kepler-136 b,Kepler-136,b,Transit,2014,11.5789114,2.11,,420.818
Kepler-411 d,Kepler-411,d,Transit,2018,58.0192007,3.51,,153.676
Kepler-219 d,Kepler-219,d,Transit,2014,47.903427,3.55,,787.07
Kepler-51 b,Kepler-51,b,Transit,2012,45.15396,6.83,6.7,783.831
Kepler-1478 b,Kepler-1478,b,Transit,2016,26.0840594,1.4,,1845.58
Kepler-1548 b,Kepler-1548,b,Transit,2016,124.828679,2.64,,872.279
Kepler-1555 b,Kepler-1555,b,Transit,2016,8.10503551,1.45,,2013.27
Kepler-1035 b,Kepler-1035,b,Transit,2016,2.714077555,1.0,,562.116
Kepler-197 b,Kepler-197,b,Transit,2014,5.599308,1.02,,330.575
Kepler-1464 c,Kepler-1464,c,Transit,2016,5.32786292,0.89,,1151.73
Kepler-1154 c,Kepler-1154,c,Transit,2016,8.45808312,1.67,,1460.1
Kepler-217 c,Kepler-217,c,Transit,2014,8.58598202,1.804,,1104.64
Kepler-126 b,Kepler-126,b,Transit,2014,10.49567752,1.47,,237.401
Kepler-1859 c,Kepler-1859,c,Transit,2023,3.596430063,1.71700001,,1331.25
Kepler-1801 b,Kepler-1801,b,Transit,2021,10.44089985,2.70926154,,839.332
Kepler-870 b,Kepler-870,b,Transit,2016,21.3587621,2.67,,1259.46
Kepler-424 b,Kepler-424,b,Transit,2014,3.311864499,9.13,,698.646
NGTS-20 b,NGTS-20,b,Transit,2022,54.18915,11.99360935,947.12865286,382.898
CoRoT-24 c,CoRoT-24,c,Transit,2014,11.759,5.0,28.0,591.555
Kepler-443 b,Kepler-443,b,Transit,2015,177.669112,2.2,,802.271
Kepler-31 b,Kepler-31,b,Transit,2011,20.8613,5.5,,1664.64
Kepler-238 b,Kepler-238,b,Transit,2014,2.090879,1.1,,1798.75
Kepler-60 b,Kepler-60,b,Transit,2012,7.1334,1.71,4.19,1025.1
TOI-837 b,TOI-837,b,Transit,2020,8.3249172,7.0011,,142.488
Kepler-1030 b,Kepler-1030,b,Transit,2016,19.32945602,2.26,,758.702
Kepler-447 b,Kepler-447,b,Transit,2015,7.794301316,6.06,,268.041
Kepler-1849 b,Kepler-1849,b,Transit,2021,57.2937,1.85,,631.884
K2-90 b,K2-90,b,Transit,2016,13.733314,2.6,,134.188
Kepler-980 b,Kepler-980,b,Transit,2016,11.55102504,2.05,,961.468
Kepler-390 c,Kepler-390,c,Transit,2014,13.0600422,0.852,,435.277
Qatar-6 b,Qatar-6,b,Transit,2017,3.506195,11.903958,212.31044,100.848
Kepler-43 b,Kepler-43,b,Transit,2011,3.02411095069,12.08990794,,1005.84
K2-70 b,K2-70,b,Transit,2016,13.978518,2.75039475,,232.964
Kepler-1448 b,Kepler-1448,b,Transit,2016,12.27057043,1.67,,768.903
Kepler-20 d,Kepler-20,d,Transit,2011,77.61130017,2.744,10.07,282.563
Kepler-412 b,Kepler-412,b,Transit,2014,1.7208612,14.851925,294.62841,1086.24
Kepler-975 c,Kepler-975,c,Transit,2023,5.058228,21.0,,426.088
Kepler-290 d,Kepler-290,d,Transit,2023,0.764020072,0.89,,694.627
Kepler-10 c,Kepler-10,c,Transit,2011,45.29431717,2.34,,185.506
Kepler-1770 b,Kepler-1770,b,Transit,2021,16.84192204,2.95,,582.942
Kepler-343 b,Kepler-343,b,Transit,2014,8.96848108,1.79,,927.193
Kepler-860 b,Kepler-860,b,Transit,2016,5.10137,3.2,,1056.36
WASP-57 b,WASP-57,b,Transit,2012,2.83891856,11.76945,204.68252,398.276
TOI-1260 c,TOI-1260,c,Transit,2021,7.493134,2.76,13.2,73.5977
Kepler-1843 b,Kepler-1843,b,Transit,2021,25.54004,1.99,,784.625
Kepler-1370 c,Kepler-1370,c,Transit,2016,7.44142113,1.2,,1004.1
Kepler-251 c,Kepler-251,c,Transit,2014,16.5141282,3.59,,924.625
WASP-100 b,WASP-100,b,Transit,2014,2.8493825,16.3869,,364.411
Kepler-391 c,Kepler-391,c,Transit,2014,20.4854403,4.15,,869.236
Kepler-444 b,Kepler-444,b,Transit,2015,3.600106155,0.31,,36.4396
Kepler-1438 b,Kepler-1438,b,Transit,2016,2.31942009,0.86,,1154.13
Kepler-709 b,Kepler-709,b,Transit,2016,16.08518937,3.68,,664.843
CoRoT-13 b,CoRoT-13,b,Transit,2010,4.03519,9.92,415.704,1148.93
Kepler-146 b,Kepler-146,b,Transit,2014,31.15879749,3.23,,716.797
TOI-2260 b,TOI-2260,b,Transit,2022,0.3524597,1.76224,,101.251
Kepler-532 b,Kepler-532,b,Transit,2016,12.92489803,2.62,,312.798
Kepler-30 b,Kepler-30,b,Transit,2012,29.1647,1.37,,914.221
Kepler-419 b,Kepler-419,b,Transit,2014,69.7547,10.76064,820.0014,1011.36
Kepler-356 b,Kepler-356,b,Transit,2014,4.61268045,1.54,,707.559
Kepler-1390 b,Kepler-1390,b,Transit,2016,6.48021673,0.92,,723.431
K2-188 c,K2-188,c,Transit,2018,7.810253,2.83,,446.821
K2-159 b,K2-159,b,Transit,2018,12.42205,2.26,,170.998
Kepler-987 b,Kepler-987,b,Transit,2016,105.308,3.9,,914.126
Kepler-1825 b,Kepler-1825,b,Transit,2021,1.025869966,1.42200732,,430.254
Kepler-493 b,Kepler-493,b,Transit,2016,3.003876581,15.13,,1745.77
Kepler-1184 b,Kepler-1184,b,Transit,2016,53.5991044,2.57,,1157.84
Kepler-649 b,Kepler-649,b,Transit,2016,29.90722674,2.26,,513.748
Kepler-639 b,Kepler-639,b,Transit,2016,10.21420496,2.912,,850.242
Kepler-401 b,Kepler-401,b,Transit,2014,14.3832267,1.84,,965.56
Kepler-1264 b,Kepler-1264,b,Transit,2016,0.968526023,1.18,,801.993
Kepler-971 b,Kepler-971,b,Transit,2016,9.59070716,4.28,,338.522
Kepler-1789 b,Kepler-1789,b,Transit,2021,80.2317349,3.44,,611.461
KELT-8 b,KELT-8,b,Transit,2015,3.24406,18.15858,209.7678,197.572
Kepler-138 d,Kepler-138,d,Transit,2014,23.0923,1.51,2.1,66.8624
Kepler-402 d,Kepler-402,d,Transit,2014,8.9211602,1.26,,625.339
Kepler-531 b,Kepler-531,b,Transit,2016,29.88485741,2.77,,252.762
Kepler-1542 e,Kepler-1542,e,Transit,2016,5.10115756,0.94,,399.114
Kepler-1420 b,Kepler-1420,b,Transit,2016,6.69960006,1.32,,1054.37
TOI-1136 g,TOI-1136,g,Transit,2022,39.5387,2.53,12.2,84.5362
TOI-1634 b,TOI-1634,b,Transit,2021,0.98933001101,1.83038541,,35.2736
Kepler-1883 b,Kepler-1883,b,Transit,2021,103.427188,3.23,,1377.61
Kepler-372 c,Kepler-372,c,Transit,2014,20.0545077,2.47,,1493.95
K2-58 b,K2-58,b,Transit,2016,7.05235,2.72,,181.746
Kepler-1181 c,Kepler-1181,c,Transit,2023,8.93490815,1.57,,938.417
Kepler-771 b,Kepler-771,b,Transit,2016,8.73485836,1.67,,1393.85
Kepler-322 c,Kepler-322,c,Transit,2014,4.337224039,1.59,,400.48
Kepler-1063 b,Kepler-1063,b,Transit,2016,14.07969236,2.08,,343.226
Kepler-321 c,Kepler-321,c,Transit,2014,13.0939051,2.24,,384.542
Kepler-765 b,Kepler-765,b,Transit,2016,27.6655226,2.29,,1076.28
Kepler-366 c,Kepler-366,c,Transit,2014,12.51610549,1.87,,1856.28
Kepler-190 b,Kepler-190,b,Transit,2014,2.020001021,1.43,,433.387
Kepler-795 b,Kepler-795,b,Transit,2016,29.6193421,1.851,,492.122
Kepler-322 b,Kepler-322,b,Transit,2014,1.653898,1.97,,400.48
K2-58 b,K2-58,b,Transit,2016,7.05254,2.68,,181.746
Kepler-1895 b,Kepler-1895,b,Transit,2021,6.0703203,1.41,,984.187
Kepler-279 d,Kepler-279,d,Transit,2013,54.4205407,3.2,,1037.4
Kepler-972 b,Kepler-972,b,Transit,2016,7.03932553,4.29,,1198.03
Kepler-85 c,Kepler-85,c,Transit,2012,12.51366754,1.92,,765.025
Kepler-1359 b,Kepler-1359,b,Transit,2016,59.4970952,3.24,,614.859
Kepler-180 b,Kepler-180,b,Transit,2014,13.817124,1.5,,695.65
Kepler-684 b,Kepler-684,b,Transit,2016,6.770302008,2.66,,1731.27
Kepler-484 b,Kepler-484,b,Transit,2016,10.045569313,2.28,,382.136
WASP-2 b,WASP-2,b,Transit,2007,2.152226,10.705,279.68,153.242
Kepler-266 c,Kepler-266,c,Transit,2014,107.723601,3.89,,1370.79
Kepler-752 b,Kepler-752,b,Transit,2016,18.82747265,2.92,,1232.29
Kepler-712 c,Kepler-712,c,Transit,2016,226.8897,4.41,,872.493
TrES-5 b,TrES-5,b,Transit,2011,1.4822446,13.551681,568.9157,360.313
Kepler-1112 b,Kepler-1112,b,Transit,2016,14.36267939,3.02,,1671.28
Kepler-1843 b,Kepler-1843,b,Transit,2021,25.5433704,2.11,,784.625
K2-253 b,K2-253,b,Transit,2018,4.00357732994,12.96278785,,876.565
TOI-615 b,TOI-615,b,Transit,2023,4.6615983,18.97680433,138.25535705,360.408
Kepler-849 b,Kepler-849,b,Transit,2016,394.62508,8.08167508,298.75870258,822.134
Kepler-738 b,Kepler-738,b,Transit,2016,24.58721573,2.31,,1113.65
Kepler-1211 b,Kepler-1211,b,Transit,2016,11.01816836,2.69,,1826.53
Kepler-299 b,Kepler-299,b,Transit,2014,2.927128,1.32,,1052.24
Kepler-803 b,Kepler-803,b,Transit,2016,50.28578,3.2,,639.771
HD 149026 b,HD 149026,b,Radial Velocity,2005,2.8758911,6.83749,113.14748,75.8643
Kepler-283 b,Kepler-283,b,Transit,2014,11.00817635,2.15,,468.094
HAT-P-21 b,HAT-P-21,b,Transit,2010,4.12448,12.44199,1547.8321,277.278
Kepler-908 b,Kepler-908,b,Transit,2016,1.340597468,1.22,,290.843
Kepler-173 c,Kepler-173,c,Transit,2014,8.005783665,2.797,,833.165
Kepler-133 b,Kepler-133,b,Transit,2014,8.13000457,1.87,,653.6
WASP-84 b,WASP-84,b,Transit,2014,8.5234958,12.0756,,100.588
Kepler-135 b,Kepler-135,b,Transit,2014,6.002548291,2.33,,621.855
Kepler-1673 b,Kepler-1673,b,Transit,2020,33.78882491,2.62,,727.187
Kepler-1048 b,Kepler-1048,b,Transit,2016,6.92101021,1.36,,556.006
TOI-2136 b,TOI-2136,b,Transit,2022,7.851925,2.2,4.7,33.3631
K2-237 b,K2-237,b,Transit,2018,2.18056,18.49485,508.528,314.995
Kepler-664 b,Kepler-664,b,Transit,2016,2.525593315,2.71,,1210.12
Kepler-804 c,Kepler-804,c,Transit,2016,9.65185017,1.14,,649.65
Kepler-126 c,Kepler-126,c,Transit,2014,21.86964,1.79,,237.401
TOI-5110 b,TOI-5110,b,Transit,2024,30.1584857,11.2128,,392.259
Kepler-808 b,Kepler-808,b,Transit,2016,0.631332353,1.1,,
Kepler-6 b,Kepler-6,b,Transit,2009,3.234723,14.83,212.619,587.039
Kepler-517 b,Kepler-517,b,Transit,2016,60.92832271,2.87,,289.907
Kepler-256 d,Kepler-256,d,Transit,2014,5.839172,2.48,,1026.43
Kepler-132 c,Kepler-132,c,Transit,2014,6.41491277,1.4,,349.549
KOI-94 c,KOI-94,c,Transit,2013,10.423707,4.22,,477.052
Kepler-577 b,Kepler-577,b,Transit,2016,25.69581456,1.7,,524.247
Kepler-1291 b,Kepler-1291,b,Transit,2016,8.63043276,1.57,,897.352
Kepler-1780 b,Kepler-1780,b,Transit,2021,109.4449666,3.21,,790.516
Kepler-190 b,Kepler-190,b,Transit,2014,2.019999,1.56,,433.387
Kepler-481 b,Kepler-481,b,Transit,2016,10.06082567,2.89,,813.724
Kepler-907 b,Kepler-907,b,Transit,2016,15.86621821,1.18,,
HAT-P-13 b,HAT-P-13,b,Transit,2009,2.91640044952,16.77836104,,246.81
Kepler-794 b,Kepler-794,b,Transit,2016,11.13125132,1.61,,931.192
Kepler-131 b,Kepler-131,b,Transit,2014,16.09197176,2.064,,228.678
Kepler-1892 b,Kepler-1892,b,Transit,2021,6.3312784,1.48,,851.595
KIC 5437945 b,KIC 5437945,b,Transit,2015,440.786134,6.7,,1274.01
WASP-31 b,WASP-31,b,Transit,2010,3.4059096,17.363,151.916,383.829
TOI-2669 b,TOI-2669,b,Transit,2022,6.203496,9.93735,,393.443
Kepler-110 c,Kepler-110,c,Transit,2014,31.71982498,2.37,,586.531
HAT-P-7 b,HAT-P-7,b,Transit,2008,2.2047452,17.9781,,341.079
K2-268 b,K2-268,b,Transit,2018,2.151894,1.41,,327.783
HD 25463 c,HD 25463,c,Transit,2023,3.04405,1.36354953,4.3,45.6181
Kepler-20 f,Kepler-20,f,Transit,2011,19.57709,1.03,,282.563
Kepler-1340 b,Kepler-1340,b,Transit,2016,0.665026916,1.038,,981.779
Kepler-106 b,Kepler-106,b,Transit,2014,6.165,0.81,,444.322
K2-343 b,K2-343,b,Transit,2021,2.787174,1.65,,166.169
Kepler-446 b,Kepler-446,b,Transit,2015,1.565412847,2.61,,96.339
Kepler-159 c,Kepler-159,c,Transit,2014,43.60891,2.89,,373.744
WASP-22 b,WASP-22,b,Transit,2010,3.53269,13.78707,212.9461,317.652
Kepler-344 c,Kepler-344,c,Transit,2014,125.596809,2.95,,1002.94
TrES-2 b,TrES-2,b,Transit,2006,2.4706132,13.955205,457.6752,215.32
Kepler-872 b,Kepler-872,b,Transit,2016,2.578855068,1.6,,879.683
Kepler-1401 b,Kepler-1401,b,Transit,2016,11.19948,1.23,,1425.43
Kepler-233 b,Kepler-233,b,Transit,2014,8.47237911,2.59,,856.417
Kepler-1143 c,Kepler-1143,c,Transit,2016,210.630591,3.6,,555.189
Kepler-1272 b,Kepler-1272,b,Transit,2016,51.1309704,2.41,,1206.37
Kepler-1610 c,Kepler-1610,c,Transit,2023,44.9851882,1.98,,864.331
Kepler-306 e,Kepler-306,e,Transit,2014,44.8412214,2.35,,775.679
Kepler-462 c,Kepler-462,c,Transit,2020,207.6035,6.3,,596.625
Kepler-1395 b,Kepler-1395,b,Transit,2016,3.7847507,0.7,,492.894
Kepler-1324 b,Kepler-1324,b,Transit,2016,4.115847,1.82,,481.667
K2-8 b,K2-8,b,Transit,2015,10.3516,2.86,,403.513
K2-168 b,K2-168,b,Transit,2018,15.8523,1.86,,243.935
Kepler-403 c,Kepler-403,c,Transit,2014,54.2812031,1.43,,840.269
Kepler-48 b,Kepler-48,b,Transit,2012,4.778004028,1.855,,306.738
Kepler-33 d,Kepler-33,d,Transit,2011,21.77596,5.35,,1209.16
TOI-1776 b,TOI-1776,b,Transit,2024,2.799868,1.21612741,1.4,44.647
Kepler-417 c,Kepler-417,c,Transit Timing Variations,2014,15.94251522,2.69,,973.989
Kepler-154 d,Kepler-154,d,Transit,2016,20.5498184,4.04,,915.212
K2-146 b,K2-146,b,Transit,2018,2.644661,2.15,,79.3002
Kepler-407 b,Kepler-407,b,Transit,2014,0.669309686,1.21,,338.368
Kepler-835 b,Kepler-835,b,Transit,2016,11.41909375,2.91,,2406.33
Kepler-297 d,Kepler-297,d,Transit,2023,150.0190609,13.54,,692.14
Kepler-307 c,Kepler-307,c,Transit,2013,13.073,2.72,3.9,575.581
Kepler-853 b,Kepler-853,b,Transit,2016,7.16893064,1.61,,568.676
Kepler-666 b,Kepler-666,b,Transit,2016,4.49876092,2.4,,1508.71
Kepler-1511 b,Kepler-1511,b,Transit,2016,23.2382792,2.28,,1475.6
Kepler-1554 b,Kepler-1554,b,Transit,2016,198.088774,2.74,,946.847
Kepler-1292 b,Kepler-1292,b,Transit,2016,3.27646405,1.9,,1493.43
Kepler-158 b,Kepler-158,b,Transit,2014,16.70924,1.86,,315.177
XO-6 b,XO-6,b,Transit,2016,3.7649949,17.8182,,235.479
Kepler-1860 b,Kepler-1860,b,Transit,2021,12.73726137,0.904,,438.703
K2-208 b,K2-208,b,Transit,2018,4.19097,1.67462172,,256.887
Kepler-214 c,Kepler-214,c,Transit,2014,28.7795813,1.83,,1208.44
Kepler-1664 b,Kepler-1664,b,Transit,2020,14.3868109,2.75,,626.691
K2-352 c,K2-352,c,Transit,2021,8.234885,1.92,,176.051
CoRoT-5 b,CoRoT-5,b,Transit,2009,4.0378962,13.249038,149.3801,882.472
Kepler-1338 b,Kepler-1338,b,Transit,2016,0.935118057,1.076,,753.26
WASP-90 b,WASP-90,b,Transit,2016,3.91568480467,16.70837291,,466.433
HAT-P-4 b,HAT-P-4,b,Transit,2007,3.056536,14.28,213.255,320.451
Kepler-538 b,Kepler-538,b,Transit,2016,81.73780699,2.13,,155.956
Kepler-995 b,Kepler-995,b,Transit,2016,28.26731672,2.7,,609.638
Kepler-149 b,Kepler-149,b,Transit,2014,29.198943,4.21,,571.034
WASP-130 b,WASP-130,b,Transit,2016,11.55098,9.97601,390.9309,172.256
Kepler-197 b,Kepler-197,b,Transit,2014,5.59931973,1.112,,330.575
Kepler-281 b,Kepler-281,b,Transit,2014,14.64613,2.2,,1745.45
Kepler-858 b,Kepler-858,b,Transit,2016,76.13602028,4.87,,298.532
Kepler-63 b,Kepler-63,b,Transit,2013,9.434151089,5.57,,194.033
K2-136 c,K2-136,c,Transit,2017,17.30713,3.0,18.1,59.2474
Kepler-1542 b,Kepler-1542,b,Transit,2016,3.95116882,0.95,,399.114
Kepler-338 c,Kepler-338,c,Transit,2014,24.3111399,2.394,,552.798
TOI-815 c,TOI-815,c,Transit,2024,734.4987702,2.1838,,59.7117
Kepler-1729 b,Kepler-1729,b,Transit,2021,4.220959,2.77,,576.181
K2-104 b,K2-104,b,Transit,2016,1.97419,1.9,,189.289
Kepler-828 b,Kepler-828,b,Transit,2016,0.567857136,1.4,,575.322
Kepler-626 b,Kepler-626,b,Transit,2016,14.48584765,2.88,,635.643
Kepler-1852 b,Kepler-1852,b,Transit,2021,7.97098825,1.88,,772.481
Kepler-481 b,Kepler-481,b,Transit,2016,10.060791,2.48,,813.724
Kepler-107 c,Kepler-107,c,Transit,2014,4.901441,1.664,,525.997
Kepler-1802 c,Kepler-1802,c,Transit,2021,33.13610077,2.322,,636.694
Kepler-1731 b,Kepler-1731,b,Transit,2021,21.76129394,2.48,,169.948
Kepler-152 b,Kepler-152,b,Transit,2014,18.20795693,3.09,,441.09
K2-72 b,K2-72,b,Transit,2016,5.5773147,1.54,,66.4321
K2-174 b,K2-174,b,Transit,2018,19.562743,2.49179901,,99.9293
Kepler-1618 b,Kepler-1618,b,Transit,2016,6.10826019,1.293,,1229.25
K2-9 b,K2-9,b,Transit,2015,18.44883,1.6,,82.9631
Kepler-259 c,Kepler-259,c,Transit,2014,36.924931,2.7,,1002.14
Kepler-197 d,Kepler-197,d,Transit,2014,15.67756112,1.15,,330.575
Kepler-1512 b,Kepler-1512,b,Transit,2016,20.35971899,0.8,,
Kepler-213 c,Kepler-213,c,Transit,2014,4.82297735,1.68,,634.939
Kepler-1441 b,Kepler-1441,b,Transit,2016,39.4420781,2.51,,1110.48
Kepler-172 c,Kepler-172,c,Transit,2014,6.38899658,2.89,,828.592
Kepler-75 b,Kepler-75,b,Transit,2013,8.8849116,11.76945,3210.083,835.356
Kepler-605 b,Kepler-605,b,Transit,2016,3.383538066,1.44,,556.58
Kepler-1538 b,Kepler-1538,b,Transit,2016,175.138819,2.94,,1125.3
Kepler-1834 c,Kepler-1834,c,Transit,2023,0.766691983,1.45599997,,500.395
Kepler-710 b,Kepler-710,b,Transit,2016,4.347285527,1.6,,1448.34
Kepler-47 c,Kepler-47,c,Transit,2012,303.137,4.62,8899.0,1025.02
Kepler-1746 b,Kepler-1746,b,Transit,2021,321.2125073,5.06,,979.541
HATS-2 b,HATS-2,b,Transit,2013,1.35413417418,13.22366376,,341.925
Kepler-1926 b,Kepler-1926,b,Transit,2021,42.8774173,2.77,,667.405
Kepler-185 b,Kepler-185,b,Transit,2014,1.632918853,1.16,,466.735
Kepler-614 b,Kepler-614,b,Transit,2016,14.034832,2.9,,527.995
Kepler-1246 b,Kepler-1246,b,Transit,2016,11.32271513,1.23,,436.505
TOI-2427 b,TOI-2427,b,Transit,2022,1.3060011,1.8,,28.5147
Kepler-1064 b,Kepler-1064,b,Transit,2016,16.54080322,1.26,,
K2-243 b,K2-243,b,Transit,2018,11.54182,2.17,,266.864
HATS-32 b,HATS-32,b,Transit,2016,2.8126548,14.000041,292.4036,745.116
Kepler-799 c,Kepler-799,c,Transit,2021,15.19421803,1.92,,
Kepler-432 b,Kepler-432,b,Transit,2015,52.50128,9.6,,848.023
Kepler-189 c,Kepler-189,c,Transit,2014,20.13488968,2.81,,591.534
Kepler-1923 b,Kepler-1923,b,Transit,2021,52.6095103,1.83,,990.838
Kepler-1636 b,Kepler-1636,b,Transit,2016,425.47785,3.893,,1947.54
Kepler-696 b,Kepler-696,b,Transit,2016,4.190425575,6.73,,1416.44
L 168-9 b,L 168-9,b,Transit,2020,1.40152604,1.63,4.07,25.1496
Kepler-194 c,Kepler-194,c,Transit,2014,17.308032,2.59,,1097.97
Kepler-825 b,Kepler-825,b,Transit,2016,3.77359871,1.29,,807.85
WASP-190 b,WASP-190,b,Transit,2019,5.36777,14.2607,,542.251
Kepler-1592 b,Kepler-1592,b,Transit,2016,3.05710069,1.54,,1639.47
Kepler-687 b,Kepler-687,b,Transit,2016,20.50588921,3.41,,633.66
Kepler-1126 c,Kepler-1126,c,Transit,2023,199.664537,1.54,,635.736
TOI-216.01,TOI-216,c,Transit,2019,34.556,11.29,200.0,177.945
Kepler-144 c,Kepler-144,c,Transit,2014,10.105,1.69,,384.917
Kepler-938 b,Kepler-938,b,Transit,2016,52.6298417,2.08,,1182.05
Kepler-113 c,Kepler-113,c,Transit,2014,8.925076369,2.54,,262.351
Kepler-393 b,Kepler-393,b,Transit,2014,9.18252,1.82,,881.404
Kepler-1921 c,Kepler-1921,c,Transit,2023,3.15721824,1.484,,928.989
Kepler-556 b,Kepler-556,b,Transit,2016,11.72292176,2.13,,674.598
Kepler-444 f,Kepler-444,f,Transit,2015,9.74048418,90.81,,36.4396
Kepler-637 b,Kepler-637,b,Transit,2016,23.20581,2.7,,786.091
Kepler-1202 b,Kepler-1202,b,Transit,2016,28.6853212,2.69,,1175.38
Kepler-62 f,Kepler-62,f,Transit,2013,267.29,1.461,,300.874
Kepler-1719 b,Kepler-1719,b,Transit,2021,6.14955299,3.522,,905.406
WASP-35 b,WASP-35,b,Transit,2011,3.16156970081,14.86195464,,202.218
Kepler-1395 b,Kepler-1395,b,Transit,2016,3.78470649,0.8,,492.894
Kepler-1203 b,Kepler-1203,b,Transit,2016,0.588000765,0.96,,317.022
TrES-2 b,TrES-2,b,Transit,2006,2.47063,15.24424,473.5667,215.32
Kepler-1223 b,Kepler-1223,b,Transit,2016,16.301259,1.31,,459.957
Kepler-875 b,Kepler-875,b,Transit,2016,27.5073799,2.28,,1242.62
Kepler-464 b,Kepler-464,b,Transit,2016,7.256965224,3.38,,667.604
